# emoji-candidate-symbols.txt
# Date: 2016-08-27
#
# Filter:
# General Category = Other_Symbol (So), 
# Bidirectional Category = Other_Neutral (ON),
# Script = Common,
# Emoji = No
#
# 1989 code points as of Unicode 9.0 and Emoji 4.0
#
# Format: 
# codepoint ; property(=Yes) # comments 
#
# Characters and sequences are listed in code point order.
# Users should be shown a more natural order.
#
 240E ; letter-like # ␎
 240F ; letter-like # ␏
 2410 ; letter-like # ␐
 2411 ; letter-like # ␑
 2412 ; letter-like # ␒
 2413 ; letter-like # ␓
 2414 ; letter-like # ␔
 2415 ; letter-like # ␕
 2416 ; letter-like # ␖
 2417 ; letter-like # ␗
 2418 ; letter-like # ␘
 2419 ; letter-like # ␙
 241A ; letter-like # ␚
 241B ; letter-like # ␛
 241C ; letter-like # ␜
 241D ; letter-like # ␝
 241E ; letter-like # ␞
 241F ; letter-like # ␟
 2420 ; letter-like # ␠
 2421 ; letter-like # ␡
 2422 ; letter-like # ␢
 2423 ; ideograph # ␣
 2424 ; letter-like # ␤
 2425 ; ideograph # ␥
 2426 ; ideograph # ␦
 2440 ; ideograph # ⑀
 2441 ; ideograph # ⑁
 2442 ; ideograph # ⑂
 2443 ; ideograph # ⑃
 2444 ; ideograph # ⑄
 2445 ; ideograph # ⑅
 2446 ; ideograph # ⑆
 2447 ; ideograph # ⑇
 2448 ; ideograph # ⑈
 2449 ; ideograph # ⑉
 244A ; ideograph # ⑊
 2500 ; ideograph # ─
 2501 ; ideograph # ━
 2502 ; ideograph # │
 2503 ; ideograph # ┃
 2504 ; ideograph # ┄
 2505 ; ideograph # ┅
 2506 ; ideograph # ┆
 2507 ; ideograph # ┇
 2508 ; ideograph # ┈
 2509 ; ideograph # ┉
 250A ; ideograph # ┊
 250B ; ideograph # ┋
 250C ; ideograph # ┌
 250D ; ideograph # ┍
 250E ; ideograph # ┎
 250F ; ideograph # ┏
 2510 ; ideograph # ┐
 2511 ; ideograph # ┑
 2512 ; ideograph # ┒
 2513 ; ideograph # ┓
 2514 ; ideograph # └
 2515 ; ideograph # ┕
 2516 ; ideograph # ┖
 2517 ; ideograph # ┗
 2518 ; ideograph # ┘
 2519 ; ideograph # ┙
 251A ; ideograph # ┚
 251B ; ideograph # ┛
 251C ; ideograph # ├
 251D ; ideograph # ┝
 251E ; ideograph # ┞
 251F ; ideograph # ┟
 2520 ; ideograph # ┠
 2521 ; ideograph # ┡
 2522 ; ideograph # ┢
 2523 ; ideograph # ┣
 2524 ; ideograph # ┤
 2525 ; ideograph # ┥
 2526 ; ideograph # ┦
 2527 ; ideograph # ┧
 2528 ; ideograph # ┨
 2529 ; ideograph # ┩
 252A ; ideograph # ┪
 252B ; ideograph # ┫
 252C ; ideograph # ┬
 252D ; ideograph # ┭
 252E ; ideograph # ┮
 252F ; ideograph # ┯
 2530 ; ideograph # ┰
 2531 ; ideograph # ┱
 2532 ; ideograph # ┲
 2533 ; ideograph # ┳
 2534 ; ideograph # ┴
 2535 ; ideograph # ┵
 2536 ; ideograph # ┶
 2537 ; ideograph # ┷
 2538 ; ideograph # ┸
 2539 ; ideograph # ┹
 253A ; ideograph # ┺
 253B ; ideograph # ┻
 253C ; ideograph # ┼
 253D ; ideograph # ┽
 253E ; ideograph # ┾
 253F ; ideograph # ┿
 2540 ; ideograph # ╀
 2541 ; ideograph # ╁
 2542 ; ideograph # ╂
 2543 ; ideograph # ╃
 2544 ; ideograph # ╄
 2545 ; ideograph # ╅
 2546 ; ideograph # ╆
 2547 ; ideograph # ╇
 2548 ; ideograph # ╈
 2549 ; ideograph # ╉
 254A ; ideograph # ╊
 254B ; ideograph # ╋
 254C ; ideograph # ╌
 254D ; ideograph # ╍
 254E ; ideograph # ╎
 254F ; ideograph # ╏
 2550 ; ideograph # ═
 2551 ; ideograph # ║
 2552 ; ideograph # ╒
 2553 ; ideograph # ╓
 2554 ; ideograph # ╔
 2555 ; ideograph # ╕
 2556 ; ideograph # ╖
 2557 ; ideograph # ╗
 2558 ; ideograph # ╘
 2559 ; ideograph # ╙
 255A ; ideograph # ╚
 255B ; ideograph # ╛
 255C ; ideograph # ╜
 255D ; ideograph # ╝
 255E ; ideograph # ╞
 255F ; ideograph # ╟
 2560 ; ideograph # ╠
 2561 ; ideograph # ╡
 2562 ; ideograph # ╢
 2563 ; ideograph # ╣
 2564 ; ideograph # ╤
 2565 ; ideograph # ╥
 2566 ; ideograph # ╦
 2567 ; ideograph # ╧
 2568 ; ideograph # ╨
 2569 ; ideograph # ╩
 256A ; ideograph # ╪
 256B ; ideograph # ╫
 256C ; ideograph # ╬
 256D ; ideograph # ╭
 256E ; ideograph # ╮
 256F ; ideograph # ╯
 2570 ; ideograph # ╰
 2571 ; ideograph # ╱
 2572 ; ideograph # ╲
 2573 ; ideograph # ╳
 2574 ; ideograph # ╴
 2575 ; ideograph # ╵
 2576 ; ideograph # ╶
 2577 ; ideograph # ╷
 2578 ; ideograph # ╸
 2579 ; ideograph # ╹
 257A ; ideograph # ╺
 257B ; ideograph # ╻
 257C ; ideograph # ╼
 257D ; ideograph # ╽
 257E ; ideograph # ╾
 257F ; ideograph # ╿
 2580 ; ideograph # ▀
 2581 ; ideograph # ▁
 2582 ; ideograph # ▂
 2583 ; ideograph # ▃
 2584 ; ideograph # ▄
 2585 ; ideograph # ▅
 2586 ; ideograph # ▆
 2587 ; ideograph # ▇
 2588 ; ideograph # █
 2589 ; ideograph # ▉
 258A ; ideograph # ▊
 258B ; ideograph # ▋
 258C ; ideograph # ▌
 258D ; ideograph # ▍
 258E ; ideograph # ▎
 258F ; ideograph # ▏
 2590 ; ideograph # ▐
 2591 ; ideograph # ░
 2592 ; ideograph # ▒
 2593 ; ideograph # ▓
 2594 ; ideograph # ▔
 2595 ; ideograph # ▕
 2596 ; ideograph # ▖
 2597 ; ideograph # ▗
 2598 ; ideograph # ▘
 2599 ; ideograph # ▙
 259A ; ideograph # ▚
 259B ; ideograph # ▛
 259C ; ideograph # ▜
 259D ; ideograph # ▝
 259E ; ideograph # ▞
 259F ; ideograph # ▟
 25A0 ; ideograph # ■
 25A1 ; ideograph # □
 25A2 ; ideograph # ▢
 25A3 ; ideograph # ▣
 25A4 ; ideograph # ▤
 25A5 ; ideograph # ▥
 25A6 ; ideograph # ▦
 25A7 ; ideograph # ▧
 25A8 ; ideograph # ▨
 25A9 ; ideograph # ▩
 25AC ; ideograph # ▬
 25AD ; ideograph # ▭
 25AE ; ideograph # ▮
 25AF ; ideograph # ▯
 25B0 ; ideograph # ▰
 25B1 ; ideograph # ▱
 25B2 ; ideograph # ▲
 25B3 ; ideograph # △
 25B4 ; ideograph # ▴
 25B5 ; ideograph # ▵
 25B8 ; ideograph # ▸
 25B9 ; ideograph # ▹
 25BA ; ideograph # ►
 25BB ; ideograph # ▻
 25BC ; ideograph # ▼
 25BD ; ideograph # ▽
 25BE ; ideograph # ▾
 25BF ; ideograph # ▿
 25C2 ; ideograph # ◂
 25C3 ; ideograph # ◃
 25C4 ; ideograph # ◄
 25C5 ; ideograph # ◅
 25C6 ; ideograph # ◆
 25C7 ; ideograph # ◇
 25C8 ; ideograph # ◈
 25C9 ; ideograph # ◉
 25CA ; ideograph # ◊
 25CB ; ideograph # ○
 25CC ; ideograph # ◌
 25CD ; ideograph # ◍
 25CE ; ideograph # ◎
 25CF ; ideograph # ●
 25D0 ; ideograph # ◐
 25D1 ; ideograph # ◑
 25D2 ; ideograph # ◒
 25D3 ; ideograph # ◓
 25D4 ; ideograph # ◔
 25D5 ; ideograph # ◕
 25D6 ; ideograph # ◖
 25D7 ; ideograph # ◗
 25D8 ; ideograph # ◘
 25D9 ; ideograph # ◙
 25DA ; ideograph # ◚
 25DB ; ideograph # ◛
 25DC ; ideograph # ◜
 25DD ; ideograph # ◝
 25DE ; ideograph # ◞
 25DF ; ideograph # ◟
 25E0 ; ideograph # ◠
 25E1 ; ideograph # ◡
 25E2 ; ideograph # ◢
 25E3 ; ideograph # ◣
 25E4 ; ideograph # ◤
 25E5 ; ideograph # ◥
 25E6 ; ideograph # ◦
 25E7 ; ideograph # ◧
 25E8 ; ideograph # ◨
 25E9 ; ideograph # ◩
 25EA ; ideograph # ◪
 25EB ; ideograph # ◫
 25EC ; ideograph # ◬
 25ED ; ideograph # ◭
 25EE ; ideograph # ◮
 25EF ; ideograph # ◯
 25F0 ; ideograph # ◰
 25F1 ; ideograph # ◱
 25F2 ; ideograph # ◲
 25F3 ; ideograph # ◳
 25F4 ; ideograph # ◴
 25F5 ; ideograph # ◵
 25F6 ; ideograph # ◶
 25F7 ; ideograph # ◷
 2605 ; ideograph # ★
 2606 ; ideograph # ☆
 2607 ; ideograph # ☇
 2608 ; ideograph # ☈
 2609 ; ideograph # ☉
 260A ; ideograph # ☊
 260B ; ideograph # ☋
 260C ; ideograph # ☌
 260D ; ideograph # ☍
 260F ; pictograph # ☏
 2610 ; ideograph # ☐
 2612 ; ideograph # ☒
 2613 ; ideograph # ☓
 2616 ; pictograph # ☖
 2617 ; pictograph # ☗
 2619 ; ideograph # ☙
 261A ; pictograph # ☚
 261B ; pictograph # ☛
 261C ; pictograph # ☜
 261E ; pictograph # ☞
 261F ; pictograph # ☟
 2621 ; ideograph # ☡
 2624 ; ideograph # ☤
 2625 ; ideograph # ☥
 2627 ; letter-like # ☧
 2628 ; ideograph # ☨
 2629 ; ideograph # ☩
 262B ; ideograph # ☫
 262C ; ideograph # ☬
 262D ; pictograph # ☭
 2630 ; ideograph # ☰
 2631 ; ideograph # ☱
 2632 ; ideograph # ☲
 2633 ; ideograph # ☳
 2634 ; ideograph # ☴
 2635 ; ideograph # ☵
 2636 ; ideograph # ☶
 2637 ; ideograph # ☷
 263B ; pictograph # ☻
 263C ; pictograph # ☼
 263D ; pictograph # ☽
 263E ; pictograph # ☾
 263F ; ideograph # ☿
 2641 ; ideograph # ♁
 2643 ; ideograph # ♃
 2644 ; ideograph # ♄
 2645 ; ideograph # ♅
 2646 ; ideograph # ♆
 2647 ; ideograph # ♇
 2654 ; pictograph # ♔
 2655 ; pictograph # ♕
 2656 ; pictograph # ♖
 2657 ; pictograph # ♗
 2658 ; pictograph # ♘
 2659 ; pictograph # ♙
 265A ; pictograph # ♚
 265B ; pictograph # ♛
 265C ; pictograph # ♜
 265D ; pictograph # ♝
 265E ; pictograph # ♞
 265F ; pictograph # ♟
 2661 ; ideograph # ♡
 2662 ; ideograph # ♢
 2664 ; ideograph # ♤
 2667 ; ideograph # ♧
 2669 ; ideograph # ♩
 266A ; ideograph # ♪
 266B ; ideograph # ♫
 266C ; ideograph # ♬
 266D ; ideograph # ♭
 266E ; ideograph # ♮
 2670 ; ideograph # ♰
 2671 ; ideograph # ♱
 2672 ; ideograph # ♲
 2673 ; ideograph # ♳
 2674 ; ideograph # ♴
 2675 ; ideograph # ♵
 2676 ; ideograph # ♶
 2677 ; ideograph # ♷
 2678 ; ideograph # ♸
 2679 ; ideograph # ♹
 267A ; ideograph # ♺
 267C ; ideograph # ♼
 267D ; ideograph # ♽
 267E ; ideograph # ♾
 2680 ; pictograph # ⚀
 2681 ; pictograph # ⚁
 2682 ; pictograph # ⚂
 2683 ; pictograph # ⚃
 2684 ; pictograph # ⚄
 2685 ; pictograph # ⚅
 2686 ; ideograph # ⚆
 2687 ; ideograph # ⚇
 2688 ; ideograph # ⚈
 2689 ; ideograph # ⚉
 268A ; ideograph # ⚊
 268B ; ideograph # ⚋
 268C ; ideograph # ⚌
 268D ; ideograph # ⚍
 268E ; ideograph # ⚎
 268F ; ideograph # ⚏
 2690 ; pictograph # ⚐
 2691 ; pictograph # ⚑
 2698 ; pictograph # ⚘
 269A ; ideograph # ⚚
 269D ; ideograph # ⚝
 269E ; ideograph # ⚞
 269F ; ideograph # ⚟
 26A2 ; ideograph # ⚢
 26A3 ; ideograph # ⚣
 26A4 ; ideograph # ⚤
 26A5 ; ideograph # ⚥
 26A6 ; ideograph # ⚦
 26A7 ; ideograph # ⚧
 26A8 ; ideograph # ⚨
 26A9 ; ideograph # ⚩
 26AD ; ideograph # ⚭
 26AE ; ideograph # ⚮
 26AF ; ideograph # ⚯
 26B2 ; ideograph # ⚲
 26B3 ; ideograph # ⚳
 26B4 ; ideograph # ⚴
 26B5 ; ideograph # ⚵
 26B6 ; ideograph # ⚶
 26B7 ; ideograph # ⚷
 26B8 ; ideograph # ⚸
 26B9 ; ideograph # ⚹
 26BA ; ideograph # ⚺
 26BB ; ideograph # ⚻
 26BC ; ideograph # ⚼
 26BF ; pictograph # ⚿
 26C0 ; pictograph # ⛀
 26C1 ; pictograph # ⛁
 26C2 ; pictograph # ⛂
 26C3 ; pictograph # ⛃
 26C6 ; pictograph # ⛆
 26C7 ; pictograph # ⛇
 26C9 ; pictograph # ⛉
 26CA ; pictograph # ⛊
 26CB ; ideograph # ⛋
 26CC ; ideograph # ⛌
 26CD ; pictograph # ⛍
 26D0 ; pictograph # ⛐
 26D2 ; ideograph # ⛒
 26D5 ; ideograph # ⛕
 26D6 ; ideograph # ⛖
 26D7 ; ideograph # ⛗
 26D8 ; pictograph # ⛘
 26D9 ; pictograph # ⛙
 26DA ; ideograph # ⛚
 26DB ; ideograph # ⛛
 26DC ; pictograph # ⛜
 26DD ; ideograph # ⛝
 26DE ; ideograph # ⛞
 26DF ; pictograph # ⛟
 26E0 ; ideograph # ⛠
 26E1 ; ideograph # ⛡
 26E2 ; ideograph # ⛢
 26E3 ; ideograph # ⛣
 26E4 ; ideograph # ⛤
 26E5 ; ideograph # ⛥
 26E6 ; ideograph # ⛦
 26E7 ; ideograph # ⛧
 26E8 ; ideograph # ⛨
 26EB ; ideograph # ⛫
 26EC ; ideograph # ⛬
 26ED ; pictograph # ⛭
 26EE ; pictograph # ⛮
 26EF ; ideograph # ⛯
 26F6 ; ideograph # ⛶
 26FB ; ideograph # ⛻
 26FC ; ideograph # ⛼
 26FE ; pictograph # ⛾
 26FF ; pictograph # ⛿
 2700 ; pictograph # ✀
 2701 ; pictograph # ✁
 2703 ; pictograph # ✃
 2704 ; pictograph # ✄
 2706 ; pictograph # ✆
 2707 ; pictograph # ✇
 270E ; pictograph # ✎
 2710 ; pictograph # ✐
 2711 ; pictograph # ✑
 2713 ; ideograph # ✓
 2715 ; ideograph # ✕
 2717 ; ideograph # ✗
 2718 ; ideograph # ✘
 2719 ; ideograph # ✙
 271A ; ideograph # ✚
 271B ; ideograph # ✛
 271C ; ideograph # ✜
 271E ; ideograph # ✞
 271F ; ideograph # ✟
 2720 ; ideograph # ✠
 2722 ; ideograph # ✢
 2723 ; ideograph # ✣
 2724 ; ideograph # ✤
 2725 ; ideograph # ✥
 2726 ; ideograph # ✦
 2727 ; ideograph # ✧
 2729 ; ideograph # ✩
 272A ; ideograph # ✪
 272B ; ideograph # ✫
 272C ; ideograph # ✬
 272D ; ideograph # ✭
 272E ; ideograph # ✮
 272F ; ideograph # ✯
 2730 ; ideograph # ✰
 2731 ; ideograph # ✱
 2732 ; ideograph # ✲
 2735 ; ideograph # ✵
 2736 ; ideograph # ✶
 2737 ; ideograph # ✷
 2738 ; ideograph # ✸
 2739 ; ideograph # ✹
 273A ; ideograph # ✺
 273B ; ideograph # ✻
 273C ; ideograph # ✼
 273D ; ideograph # ✽
 273E ; ideograph # ✾
 273F ; ideograph # ✿
 2740 ; ideograph # ❀
 2741 ; ideograph # ❁
 2742 ; ideograph # ❂
 2743 ; ideograph # ❃
 2745 ; ideograph # ❅
 2746 ; ideograph # ❆
 2748 ; ideograph # ❈
 2749 ; ideograph # ❉
 274A ; ideograph # ❊
 274B ; ideograph # ❋
 274D ; ideograph # ❍
 274F ; ideograph # ❏
 2750 ; ideograph # ❐
 2751 ; ideograph # ❑
 2752 ; ideograph # ❒
 2756 ; ideograph # ❖
 2758 ; ideograph # ❘
 2759 ; ideograph # ❙
 275A ; ideograph # ❚
 275B ; ideograph # ❛
 275C ; ideograph # ❜
 275D ; ideograph # ❝
 275E ; ideograph # ❞
 275F ; ideograph # ❟
 2760 ; ideograph # ❠
 2761 ; ideograph # ❡
 2762 ; ideograph # ❢
 2765 ; ideograph # ❥
 2766 ; ideograph # ❦
 2767 ; ideograph # ❧
 2794 ; ideograph # ➔
 2798 ; ideograph # ➘
 2799 ; ideograph # ➙
 279A ; ideograph # ➚
 279B ; ideograph # ➛
 279C ; ideograph # ➜
 279D ; ideograph # ➝
 279E ; ideograph # ➞
 279F ; ideograph # ➟
 27A0 ; ideograph # ➠
 27A2 ; ideograph # ➢
 27A3 ; ideograph # ➣
 27A4 ; ideograph # ➤
 27A5 ; ideograph # ➥
 27A6 ; ideograph # ➦
 27A7 ; ideograph # ➧
 27A8 ; ideograph # ➨
 27A9 ; ideograph # ➩
 27AA ; ideograph # ➪
 27AB ; ideograph # ➫
 27AC ; ideograph # ➬
 27AD ; ideograph # ➭
 27AE ; ideograph # ➮
 27AF ; ideograph # ➯
 27B1 ; ideograph # ➱
 27B2 ; ideograph # ➲
 27B3 ; ideograph # ➳
 27B4 ; ideograph # ➴
 27B5 ; ideograph # ➵
 27B6 ; ideograph # ➶
 27B7 ; ideograph # ➷
 27B8 ; ideograph # ➸
 27B9 ; ideograph # ➹
 27BA ; ideograph # ➺
 27BB ; ideograph # ➻
 27BC ; ideograph # ➼
 27BD ; ideograph # ➽
 27BE ; ideograph # ➾
 2B00 ; ideograph # ⬀
 2B01 ; ideograph # ⬁
 2B02 ; ideograph # ⬂
 2B03 ; ideograph # ⬃
 2B04 ; ideograph # ⬄
 2B08 ; ideograph # ⬈
 2B09 ; ideograph # ⬉
 2B0A ; ideograph # ⬊
 2B0B ; ideograph # ⬋
 2B0C ; ideograph # ⬌
 2B0D ; ideograph # ⬍
 2B0E ; ideograph # ⬎
 2B0F ; ideograph # ⬏
 2B10 ; ideograph # ⬐
 2B11 ; ideograph # ⬑
 2B12 ; ideograph # ⬒
 2B13 ; ideograph # ⬓
 2B14 ; ideograph # ⬔
 2B15 ; ideograph # ⬕
 2B16 ; ideograph # ⬖
 2B17 ; ideograph # ⬗
 2B18 ; ideograph # ⬘
 2B19 ; ideograph # ⬙
 2B1A ; ideograph # ⬚
 2B1D ; ideograph # ⬝
 2B1E ; ideograph # ⬞
 2B1F ; ideograph # ⬟
 2B20 ; ideograph # ⬠
 2B21 ; ideograph # ⬡
 2B22 ; ideograph # ⬢
 2B23 ; ideograph # ⬣
 2B24 ; ideograph # ⬤
 2B25 ; ideograph # ⬥
 2B26 ; ideograph # ⬦
 2B27 ; ideograph # ⬧
 2B28 ; ideograph # ⬨
 2B29 ; ideograph # ⬩
 2B2A ; ideograph # ⬪
 2B2B ; ideograph # ⬫
 2B2C ; ideograph # ⬬
 2B2D ; ideograph # ⬭
 2B2E ; ideograph # ⬮
 2B2F ; ideograph # ⬯
 2B45 ; ideograph # ⭅
 2B46 ; ideograph # ⭆
 2B4D ; ideograph # ⭍
 2B4E ; ideograph # ⭎
 2B4F ; ideograph # ⭏
 2B51 ; ideograph # ⭑
 2B52 ; ideograph # ⭒
 2B53 ; ideograph # ⭓
 2B54 ; ideograph # ⭔
 2B56 ; ideograph # ⭖
 2B57 ; ideograph # ⭗
 2B58 ; ideograph # ⭘
 2B59 ; ideograph # ⭙
 2B5A ; ideograph # ⭚
